Date_Time (LST/LDT), Event, Speed (knots)
2024-06-25 03:30 AM, flood,3.1
2024-06-25 06:06 AM, slack,-
2024-06-25 09:06 AM, ebb,-6.8
2024-06-25 12:30 PM, slack,-
2024-06-25 03:36 PM, flood,6.6
2024-06-25 07:18 PM, slack,-
2024-06-25 10:00 PM, ebb,-6.3
2024-06-26 02:12 AM, slack,-
2024-06-26 04:12 AM, flood,3.2
2024-06-26 07:06 AM, slack,-
2024-06-26 10:00 AM, ebb,-6.1
2024-06-26 01:24 PM, slack,-
2024-06-26 04:24 PM, flood,6.0
2024-06-26 08:00 PM, slack,-
2024-06-26 10:42 PM, ebb,-6.3
2024-06-27 03:00 AM, slack,-
2024-06-27 05:06 AM, flood,3.2
2024-06-27 08:12 AM, slack,-
2024-06-27 10:54 AM, ebb,-5.3
2024-06-27 02:30 PM, slack,-
2024-06-27 05:18 PM, flood,5.2
2024-06-27 08:48 PM, slack,-
2024-06-27 11:36 PM, ebb,-6.1
2024-06-28 03:54 AM, slack,-
2024-06-28 06:12 AM, flood,3.1
2024-06-28 09:24 AM, slack,-
2024-06-28 12:00 PM, ebb,-4.6
2024-06-28 03:42 PM, slack,-
2024-06-28 06:18 PM, flood,4.6
2024-06-28 09:42 PM, slack,-
2024-06-29 12:36 AM, ebb,-6.0
2024-06-29 04:54 AM, slack,-
2024-06-29 07:48 AM, flood,3.1
2024-06-29 10:42 AM, slack,-
2024-06-29 01:30 PM, ebb,-4.3
2024-06-29 04:54 PM, slack,-
2024-06-29 07:30 PM, flood,4.4
2024-06-29 10:48 PM, slack,-
2024-06-30 01:48 AM, ebb,-6.1
2024-06-30 06:00 AM, slack,-
2024-06-30 09:36 AM, flood,3.7
2024-06-30 12:00 PM, slack,-
2024-06-30 03:06 PM, ebb,-4.5
2024-06-30 06:00 PM, slack,-
2024-06-30 08:42 PM, flood,4.6
2024-06-30 11:48 PM, slack,-
2024-07-01 02:54 AM, ebb,-6.6
2024-07-01 07:00 AM, slack,-
2024-07-01 10:42 AM, flood,4.7
2024-07-01 01:06 PM, slack,-
2024-07-01 04:24 PM, ebb,-5.1
2024-07-01 07:00 PM, slack,-
2024-07-01 09:54 PM, flood,4.8
2024-07-02 12:42 AM, slack,-
2024-07-02 04:00 AM, ebb,-7.3
2024-07-02 07:54 AM, slack,-
2024-07-02 11:36 AM, flood,5.6
2024-07-02 02:06 PM, slack,-
2024-07-02 05:24 PM, ebb,-5.6
2024-07-02 08:00 PM, slack,-
2024-07-02 11:00 PM, flood,5.0
2024-07-03 01:30 AM, slack,-
2024-07-03 04:48 AM, ebb,-7.8
2024-07-03 08:42 AM, slack,-
2024-07-03 12:24 PM, flood,6.4
2024-07-03 03:00 PM, slack,-
2024-07-03 06:12 PM, ebb,-6.0
2024-07-03 09:00 PM, slack,-
2024-07-03 11:48 PM, flood,4.9
2024-07-04 02:18 AM, slack,-
2024-07-04 05:36 AM, ebb,-7.9
2024-07-04 09:24 AM, slack,-
2024-07-04 01:12 PM, flood,6.7
2024-07-04 03:54 PM, slack,-
2024-07-04 07:06 PM, ebb,-6.2
2024-07-04 09:54 PM, slack,-
2024-07-05 12:36 AM, flood,4.5
2024-07-05 03:06 AM, slack,-
2024-07-05 06:12 AM, ebb,-7.7
2024-07-05 10:06 AM, slack,-
2024-07-05 01:48 PM, flood,6.7
2024-07-05 04:36 PM, slack,-
2024-07-05 08:00 PM, ebb,-6.3
2024-07-05 10:48 PM, slack,-
2024-07-06 01:18 AM, flood,4.0
2024-07-06 03:54 AM, slack,-
2024-07-06 06:54 AM, ebb,-7.1
2024-07-06 10:42 AM, slack,-
2024-07-06 02:30 PM, flood,6.4
2024-07-06 05:18 PM, slack,-
2024-07-06 08:48 PM, ebb,-6.2
2024-07-06 11:42 PM, slack,-
2024-07-07 02:12 AM, flood,3.6
2024-07-07 04:42 AM, slack,-
2024-07-07 07:36 AM, ebb,-6.3
2024-07-07 11:24 AM, slack,-
2024-07-07 03:00 PM, flood,5.7
2024-07-07 05:54 PM, slack,-
2024-07-07 09:24 PM, ebb,-6.1
2024-07-08 12:24 AM, slack,-
2024-07-08 03:00 AM, flood,3.4
2024-07-08 05:30 AM, slack,-
2024-07-08 08:24 AM, ebb,-5.6
2024-07-08 12:06 PM, slack,-
2024-07-08 03:18 PM, flood,5.0
2024-07-08 06:30 PM, slack,-
2024-07-08 09:54 PM, ebb,-5.7
2024-07-09 01:06 AM, slack,-
2024-07-09 03:36 AM, flood,3.2
2024-07-09 06:24 AM, slack,-
2024-07-09 09:06 AM, ebb,-5.0
2024-07-09 12:48 PM, slack,-
2024-07-09 03:36 PM, flood,4.4
2024-07-09 07:00 PM, slack,-
2024-07-09 10:00 PM, ebb,-5.4
2024-07-10 01:48 AM, slack,-
2024-07-10 04:06 AM, flood,3.1
2024-07-10 07:12 AM, slack,-
2024-07-10 09:48 AM, ebb,-4.5
2024-07-10 01:42 PM, slack,-
2024-07-10 04:06 PM, flood,3.8
2024-07-10 07:36 PM, slack,-
2024-07-10 10:18 PM, ebb,-5.1
2024-07-11 02:24 AM, slack,-
2024-07-11 04:36 AM, flood,3.0
2024-07-11 08:00 AM, slack,-
2024-07-11 10:30 AM, ebb,-4.0
2024-07-11 02:30 PM, slack,-
2024-07-11 04:48 PM, flood,3.4
2024-07-11 08:12 PM, slack,-
2024-07-11 10:48 PM, ebb,-4.9
2024-07-12 03:06 AM, slack,-
2024-07-12 05:12 AM, flood,2.8
2024-07-12 08:48 AM, slack,-
2024-07-12 11:24 AM, ebb,-3.6
2024-07-12 03:24 PM, slack,-
2024-07-12 05:42 PM, flood,3.1
2024-07-12 08:54 PM, slack,-
2024-07-12 11:36 PM, ebb,-4.7
2024-07-13 03:54 AM, slack,-
2024-07-13 06:00 AM, flood,2.6
2024-07-13 09:42 AM, slack,-
2024-07-13 12:30 PM, ebb,-3.3
2024-07-13 04:24 PM, slack,-
2024-07-13 06:42 PM, flood,3.0
2024-07-13 09:48 PM, slack,-
2024-07-14 12:30 AM, ebb,-4.7
2024-07-14 04:48 AM, slack,-
2024-07-14 07:00 AM, flood,2.5
2024-07-14 10:48 AM, slack,-
2024-07-14 02:24 PM, ebb,-3.4
2024-07-14 05:24 PM, slack,-
2024-07-14 07:42 PM, flood,3.1
2024-07-14 10:42 PM, slack,-
2024-07-15 01:30 AM, ebb,-5.0
2024-07-15 05:42 AM, slack,-
2024-07-15 08:06 AM, flood,2.8
2024-07-15 12:00 PM, slack,-
2024-07-15 03:42 PM, ebb,-3.7
2024-07-15 06:24 PM, slack,-
2024-07-15 08:36 PM, flood,3.2
2024-07-15 11:36 PM, slack,-
2024-07-16 02:24 AM, ebb,-5.6
2024-07-16 06:30 AM, slack,-
2024-07-16 10:12 AM, flood,3.5
2024-07-16 01:00 PM, slack,-
2024-07-16 04:42 PM, ebb,-4.2
2024-07-16 07:18 PM, slack,-
2024-07-16 09:36 PM, flood,3.3
2024-07-17 12:24 AM, slack,-
2024-07-17 03:12 AM, ebb,-6.4
2024-07-17 07:12 AM, slack,-
2024-07-17 10:48 AM, flood,4.5
2024-07-17 01:54 PM, slack,-
2024-07-17 05:24 PM, ebb,-4.7
2024-07-17 08:12 PM, slack,-
2024-07-17 10:30 PM, flood,3.3
2024-07-18 01:06 AM, slack,-
2024-07-18 04:00 AM, ebb,-7.0
2024-07-18 07:54 AM, slack,-
2024-07-18 11:12 AM, flood,5.6
2024-07-18 02:42 PM, slack,-
2024-07-18 06:06 PM, ebb,-5.1
2024-07-18 09:06 PM, slack,-
2024-07-18 11:18 PM, flood,3.3
2024-07-19 01:48 AM, slack,-
2024-07-19 04:48 AM, ebb,-7.5
2024-07-19 08:30 AM, slack,-
2024-07-19 11:42 AM, flood,6.4
2024-07-19 03:24 PM, slack,-
2024-07-19 06:36 PM, ebb,-5.4
2024-07-19 09:54 PM, slack,-
2024-07-20 12:00 AM, flood,3.3
2024-07-20 02:30 AM, slack,-
2024-07-20 05:30 AM, ebb,-7.6
2024-07-20 09:12 AM, slack,-
2024-07-20 12:18 PM, flood,6.9
2024-07-20 04:06 PM, slack,-
2024-07-20 07:06 PM, ebb,-5.8
2024-07-20 10:42 PM, slack,-
2024-07-21 12:42 AM, flood,3.3
2024-07-21 03:18 AM, slack,-
2024-07-21 06:18 AM, ebb,-7.5
2024-07-21 09:54 AM, slack,-
2024-07-21 12:54 PM, flood,7.1
2024-07-21 04:42 PM, slack,-
2024-07-21 07:36 PM, ebb,-6.2
2024-07-21 11:24 PM, slack,-
2024-07-22 01:30 AM, flood,3.5
2024-07-22 04:12 AM, slack,-
2024-07-22 07:06 AM, ebb,-7.2
2024-07-22 10:42 AM, slack,-
2024-07-22 01:36 PM, flood,6.9
2024-07-22 05:18 PM, slack,-
2024-07-22 08:12 PM, ebb,-6.5
2024-07-23 12:06 AM, slack,-
2024-07-23 02:18 AM, flood,3.7
2024-07-23 05:12 AM, slack,-
2024-07-23 08:00 AM, ebb,-6.8
2024-07-23 11:30 AM, slack,-
2024-07-23 02:24 PM, flood,6.6
2024-07-23 06:00 PM, slack,-
2024-07-23 08:48 PM, ebb,-6.8
2024-07-24 12:48 AM, slack,-
2024-07-24 03:06 AM, flood,4.0
2024-07-24 06:06 AM, slack,-
2024-07-24 08:54 AM, ebb,-6.4
2024-07-24 12:24 PM, slack,-
2024-07-24 03:12 PM, flood,6.2
2024-07-24 06:42 PM, slack,-
2024-07-24 09:30 PM, ebb,-7.0
2024-07-25 01:30 AM, slack,-
2024-07-25 03:54 AM, flood,4.1
2024-07-25 07:06 AM, slack,-
2024-07-25 09:48 AM, ebb,-6.0
2024-07-25 01:24 PM, slack,-
2024-07-25 04:06 PM, flood,5.7
2024-07-25 07:24 PM, slack,-
2024-07-25 10:12 PM, ebb,-6.8
2024-07-26 02:18 AM, slack,-
2024-07-26 04:42 AM, flood,3.9
2024-07-26 08:06 AM, slack,-
2024-07-26 10:42 AM, ebb,-5.4
2024-07-26 02:24 PM, slack,-
2024-07-26 05:00 PM, flood,5.2
2024-07-26 08:18 PM, slack,-
2024-07-26 11:06 PM, ebb,-6.5
2024-07-27 03:18 AM, slack,-
2024-07-27 05:48 AM, flood,3.5
2024-07-27 09:12 AM, slack,-
2024-07-27 11:48 AM, ebb,-4.7
2024-07-27 03:24 PM, slack,-
2024-07-27 06:00 PM, flood,4.7
2024-07-27 09:18 PM, slack,-
2024-07-28 12:06 AM, ebb,-6.2
2024-07-28 04:24 AM, slack,-
2024-07-28 07:48 AM, flood,3.4
2024-07-28 10:24 AM, slack,-
2024-07-28 01:30 PM, ebb,-4.3
2024-07-28 04:36 PM, slack,-
2024-07-28 07:12 PM, flood,4.4
2024-07-28 10:18 PM, slack,-
2024-07-29 01:18 AM, ebb,-6.3
2024-07-29 05:36 AM, slack,-
2024-07-29 09:24 AM, flood,4.0
2024-07-29 11:42 AM, slack,-
2024-07-29 03:00 PM, ebb,-4.5
2024-07-29 05:42 PM, slack,-
2024-07-29 08:24 PM, flood,4.2
2024-07-29 11:18 PM, slack,-
2024-07-30 02:30 AM, ebb,-6.6
2024-07-30 06:36 AM, slack,-
2024-07-30 10:30 AM, flood,5.0
2024-07-30 12:54 PM, slack,-
2024-07-30 04:12 PM, ebb,-5.0
2024-07-30 06:48 PM, slack,-
2024-07-30 09:42 PM, flood,4.2
2024-07-31 12:18 AM, slack,-
2024-07-31 03:36 AM, ebb,-6.9
2024-07-31 07:30 AM, slack,-
2024-07-31 11:18 AM, flood,5.9
2024-07-31 01:54 PM, slack,-
2024-07-31 05:12 PM, ebb,-5.7
2024-07-31 07:54 PM, slack,-
2024-07-31 10:48 PM, flood,4.2
2024-08-01 01:12 AM, slack,-
2024-08-01 04:36 AM, ebb,-7.1
2024-08-01 08:12 AM, slack,-
2024-08-01 12:06 PM, flood,6.6
2024-08-01 02:42 PM, slack,-
2024-08-01 06:00 PM, ebb,-6.2
2024-08-01 08:54 PM, slack,-
2024-08-01 11:42 PM, flood,4.2
2024-08-02 02:00 AM, slack,-
2024-08-02 05:18 AM, ebb,-7.0
2024-08-02 08:54 AM, slack,-
2024-08-02 12:42 PM, flood,6.6
2024-08-02 03:24 PM, slack,-
2024-08-02 06:48 PM, ebb,-6.5
2024-08-02 09:42 PM, slack,-
2024-08-03 12:30 AM, flood,4.1
2024-08-03 02:48 AM, slack,-
2024-08-03 06:00 AM, ebb,-6.6
2024-08-03 09:36 AM, slack,-
2024-08-03 01:18 PM, flood,6.2
2024-08-03 04:06 PM, slack,-
2024-08-03 07:30 PM, ebb,-6.5
2024-08-03 10:30 PM, slack,-
2024-08-04 01:18 AM, flood,4.0
2024-08-04 03:42 AM, slack,-
2024-08-04 06:42 AM, ebb,-6.0
2024-08-04 10:18 AM, slack,-
2024-08-04 01:54 PM, flood,5.6
2024-08-04 04:42 PM, slack,-
2024-08-04 08:12 PM, ebb,-6.3
2024-08-04 11:12 PM, slack,-
2024-08-05 02:00 AM, flood,3.9
2024-08-05 04:30 AM, slack,-
2024-08-05 07:24 AM, ebb,-5.5
2024-08-05 11:00 AM, slack,-
2024-08-05 02:12 PM, flood,4.9
2024-08-05 05:12 PM, slack,-
2024-08-05 08:36 PM, ebb,-5.9
2024-08-05 11:48 PM, slack,-
2024-08-06 02:30 AM, flood,3.8
2024-08-06 05:18 AM, slack,-
2024-08-06 08:12 AM, ebb,-5.1
2024-08-06 11:48 AM, slack,-
2024-08-06 02:30 PM, flood,4.3
2024-08-06 05:42 PM, slack,-
2024-08-06 08:48 PM, ebb,-5.7
2024-08-07 12:24 AM, slack,-
2024-08-07 02:54 AM, flood,3.8
2024-08-07 06:06 AM, slack,-
2024-08-07 08:54 AM, ebb,-4.9
2024-08-07 12:30 PM, slack,-
2024-08-07 03:06 PM, flood,4.0
2024-08-07 06:18 PM, slack,-
2024-08-07 09:06 PM, ebb,-5.6
2024-08-08 12:54 AM, slack,-
2024-08-08 03:24 AM, flood,3.8
2024-08-08 06:48 AM, slack,-
2024-08-08 09:30 AM, ebb,-4.8
2024-08-08 01:18 PM, slack,-
2024-08-08 03:42 PM, flood,3.9
2024-08-08 06:54 PM, slack,-
2024-08-08 09:36 PM, ebb,-5.5
2024-08-09 01:30 AM, slack,-
2024-08-09 03:54 AM, flood,3.7
2024-08-09 07:24 AM, slack,-
2024-08-09 10:06 AM, ebb,-4.6
2024-08-09 02:06 PM, slack,-
2024-08-09 04:24 PM, flood,3.8
2024-08-09 07:30 PM, slack,-
2024-08-09 10:12 PM, ebb,-5.5
2024-08-10 02:12 AM, slack,-
2024-08-10 04:30 AM, flood,3.5
2024-08-10 08:12 AM, slack,-
2024-08-10 10:54 AM, ebb,-4.2
2024-08-10 02:54 PM, slack,-
2024-08-10 05:12 PM, flood,3.6
2024-08-10 08:18 PM, slack,-
2024-08-10 11:00 PM, ebb,-5.3
2024-08-11 03:00 AM, slack,-
2024-08-11 05:18 AM, flood,3.2
2024-08-11 09:06 AM, slack,-
2024-08-11 11:48 AM, ebb,-3.7
2024-08-11 03:48 PM, slack,-
2024-08-11 06:06 PM, flood,3.3
2024-08-11 09:06 PM, slack,-
2024-08-11 11:48 PM, ebb,-5.3
2024-08-12 04:00 AM, slack,-
2024-08-12 06:18 AM, flood,3.1
2024-08-12 10:18 AM, slack,-
2024-08-12 01:30 PM, ebb,-3.4
2024-08-12 04:54 PM, slack,-
2024-08-12 07:00 PM, flood,3.0
2024-08-12 09:54 PM, slack,-
2024-08-13 12:48 AM, ebb,-5.5
2024-08-13 04:54 AM, slack,-
2024-08-13 07:24 AM, flood,3.4
2024-08-13 11:30 AM, slack,-
2024-08-13 03:18 PM, ebb,-3.6
2024-08-13 06:00 PM, slack,-
2024-08-13 08:00 PM, flood,2.7
2024-08-13 10:48 PM, slack,-
2024-08-14 01:42 AM, ebb,-5.8
2024-08-14 05:48 AM, slack,-
2024-08-14 08:30 AM, flood,4.1
2024-08-14 12:36 PM, slack,-
2024-08-14 04:24 PM, ebb,-4.2
2024-08-14 07:06 PM, slack,-
2024-08-14 09:06 PM, flood,2.5
2024-08-14 11:42 PM, slack,-
2024-08-15 02:36 AM, ebb,-6.2
2024-08-15 06:30 AM, slack,-
2024-08-15 09:42 AM, flood,5.0
2024-08-15 01:30 PM, slack,-
2024-08-15 05:06 PM, ebb,-4.9
2024-08-15 08:00 PM, slack,-
2024-08-15 10:06 PM, flood,2.6
2024-08-16 12:36 AM, slack,-
2024-08-16 03:30 AM, ebb,-6.5
2024-08-16 07:18 AM, slack,-
2024-08-16 10:36 AM, flood,5.8
2024-08-16 02:12 PM, slack,-
2024-08-16 05:42 PM, ebb,-5.5
2024-08-16 08:48 PM, slack,-
2024-08-16 11:06 PM, flood,2.9
2024-08-17 01:24 AM, slack,-
2024-08-17 04:18 AM, ebb,-6.7
2024-08-17 08:00 AM, slack,-
2024-08-17 11:12 AM, flood,6.4
2024-08-17 02:48 PM, slack,-
2024-08-17 06:06 PM, ebb,-6.0
2024-08-17 09:36 PM, slack,-
2024-08-17 11:48 PM, flood,3.3
2024-08-18 02:18 AM, slack,-
2024-08-18 05:12 AM, ebb,-6.8
2024-08-18 08:48 AM, slack,-
2024-08-18 11:48 AM, flood,6.6
2024-08-18 03:24 PM, slack,-
2024-08-18 06:24 PM, ebb,-6.4
2024-08-18 10:12 PM, slack,-
2024-08-19 12:30 AM, flood,3.8
2024-08-19 03:18 AM, slack,-
2024-08-19 06:00 AM, ebb,-6.7
2024-08-19 09:36 AM, slack,-
2024-08-19 12:30 PM, flood,6.5
2024-08-19 04:06 PM, slack,-
2024-08-19 06:54 PM, ebb,-6.8
2024-08-19 10:48 PM, slack,-
2024-08-20 01:12 AM, flood,4.3
2024-08-20 04:12 AM, slack,-
2024-08-20 06:54 AM, ebb,-6.6
2024-08-20 10:30 AM, slack,-
2024-08-20 01:18 PM, flood,6.3
2024-08-20 04:42 PM, slack,-
2024-08-20 07:30 PM, ebb,-7.1
2024-08-20 11:30 PM, slack,-
2024-08-21 02:00 AM, flood,4.6
2024-08-21 05:06 AM, slack,-
2024-08-21 07:48 AM, ebb,-6.5
2024-08-21 11:24 AM, slack,-
2024-08-21 02:06 PM, flood,6.0
2024-08-21 05:24 PM, slack,-
2024-08-21 08:18 PM, ebb,-7.3
2024-08-22 12:12 AM, slack,-
2024-08-22 02:48 AM, flood,4.8
2024-08-22 06:00 AM, slack,-
2024-08-22 08:48 AM, ebb,-6.4
2024-08-22 12:18 PM, slack,-
2024-08-22 03:00 PM, flood,5.9
2024-08-22 06:12 PM, slack,-
2024-08-22 09:06 PM, ebb,-7.4
2024-08-23 01:00 AM, slack,-
2024-08-23 03:36 AM, flood,4.7
2024-08-23 06:54 AM, slack,-
2024-08-23 09:42 AM, ebb,-6.0
2024-08-23 01:12 PM, slack,-
2024-08-23 03:48 PM, flood,5.6
2024-08-23 07:00 PM, slack,-
2024-08-23 09:54 PM, ebb,-7.3
2024-08-24 01:54 AM, slack,-
2024-08-24 04:30 AM, flood,4.3
2024-08-24 07:54 AM, slack,-
2024-08-24 10:36 AM, ebb,-5.4
2024-08-24 02:06 PM, slack,-
2024-08-24 04:42 PM, flood,5.2
2024-08-24 07:54 PM, slack,-
2024-08-24 10:42 PM, ebb,-7.0
2024-08-25 02:54 AM, slack,-
2024-08-25 05:36 AM, flood,3.9
2024-08-25 09:00 AM, slack,-
2024-08-25 11:48 AM, ebb,-4.6
2024-08-25 03:12 PM, slack,-
2024-08-25 05:42 PM, flood,4.6
2024-08-25 08:48 PM, slack,-
2024-08-25 11:36 PM, ebb,-6.6
2024-08-26 04:00 AM, slack,-
2024-08-26 07:42 AM, flood,3.9
2024-08-26 10:12 AM, slack,-
2024-08-26 01:36 PM, ebb,-4.3
2024-08-26 04:18 PM, slack,-
2024-08-26 06:48 PM, flood,3.9
2024-08-26 09:48 PM, slack,-
2024-08-27 12:48 AM, ebb,-6.3
2024-08-27 05:00 AM, slack,-
2024-08-27 09:00 AM, flood,4.4
2024-08-27 11:30 AM, slack,-
2024-08-27 02:54 PM, ebb,-4.6
2024-08-27 05:36 PM, slack,-
2024-08-27 08:06 PM, flood,3.4
2024-08-27 10:48 PM, slack,-
2024-08-28 02:00 AM, ebb,-6.1
2024-08-28 06:00 AM, slack,-
2024-08-28 10:00 AM, flood,5.2
2024-08-28 12:36 PM, slack,-
2024-08-28 04:00 PM, ebb,-5.3
2024-08-28 06:48 PM, slack,-
2024-08-28 09:36 PM, flood,3.3
2024-08-28 11:54 PM, slack,-
2024-08-29 03:12 AM, ebb,-6.0
2024-08-29 06:54 AM, slack,-
2024-08-29 10:54 AM, flood,5.8
2024-08-29 01:30 PM, slack,-
2024-08-29 04:54 PM, ebb,-6.0
2024-08-29 07:48 PM, slack,-
2024-08-29 10:48 PM, flood,3.5
2024-08-30 12:54 AM, slack,-
2024-08-30 04:24 AM, ebb,-5.9
2024-08-30 07:42 AM, slack,-
2024-08-30 11:36 AM, flood,6.0
2024-08-30 02:12 PM, slack,-
2024-08-30 05:42 PM, ebb,-6.5
2024-08-30 08:42 PM, slack,-
2024-08-30 11:42 PM, flood,3.9
2024-08-31 01:48 AM, slack,-
2024-08-31 05:18 AM, ebb,-5.7
2024-08-31 08:30 AM, slack,-
2024-08-31 12:18 PM, flood,5.8
2024-08-31 02:48 PM, slack,-
2024-08-31 06:24 PM, ebb,-6.6
2024-08-31 09:24 PM, slack,-
2024-09-01 12:24 AM, flood,4.2
2024-09-01 02:42 AM, slack,-
2024-09-01 06:00 AM, ebb,-5.5
2024-09-01 09:12 AM, slack,-
2024-09-01 12:48 PM, flood,5.2
2024-09-01 03:24 PM, slack,-
2024-09-01 06:54 PM, ebb,-6.4
2024-09-01 10:00 PM, slack,-
2024-09-02 01:00 AM, flood,4.3
2024-09-02 03:30 AM, slack,-
2024-09-02 06:42 AM, ebb,-5.3
2024-09-02 10:00 AM, slack,-
2024-09-02 01:06 PM, flood,4.6
2024-09-02 03:54 PM, slack,-
2024-09-02 07:12 PM, ebb,-6.0
2024-09-02 10:30 PM, slack,-
2024-09-03 01:30 AM, flood,4.3
2024-09-03 04:18 AM, slack,-
2024-09-03 07:24 AM, ebb,-5.1
2024-09-03 10:42 AM, slack,-
2024-09-03 01:24 PM, flood,4.2
2024-09-03 04:24 PM, slack,-
2024-09-03 07:24 PM, ebb,-5.8
2024-09-03 11:06 PM, slack,-
2024-09-04 01:48 AM, flood,4.3
2024-09-04 05:00 AM, slack,-
2024-09-04 08:00 AM, ebb,-5.1
2024-09-04 11:30 AM, slack,-
2024-09-04 01:54 PM, flood,4.0
2024-09-04 05:00 PM, slack,-
2024-09-04 07:48 PM, ebb,-5.8
2024-09-04 11:36 PM, slack,-
2024-09-05 02:12 AM, flood,4.3
2024-09-05 05:36 AM, slack,-
2024-09-05 08:36 AM, ebb,-5.1
2024-09-05 12:12 PM, slack,-
2024-09-05 02:36 PM, flood,4.1
2024-09-05 05:36 PM, slack,-
2024-09-05 08:24 PM, ebb,-5.9
2024-09-06 12:12 AM, slack,-
2024-09-06 02:42 AM, flood,4.3
2024-09-06 06:18 AM, slack,-
2024-09-06 09:12 AM, ebb,-5.1
2024-09-06 12:54 PM, slack,-
2024-09-06 03:18 PM, flood,4.2
2024-09-06 06:18 PM, slack,-
2024-09-06 09:00 PM, ebb,-6.1
2024-09-07 12:48 AM, slack,-
2024-09-07 03:18 AM, flood,4.3
2024-09-07 07:00 AM, slack,-
2024-09-07 09:48 AM, ebb,-4.9
2024-09-07 01:36 PM, slack,-
2024-09-07 04:00 PM, flood,4.1
2024-09-07 06:54 PM, slack,-
2024-09-07 09:42 PM, ebb,-6.2
2024-09-08 01:30 AM, slack,-
2024-09-08 04:06 AM, flood,4.2
2024-09-08 07:48 AM, slack,-
2024-09-08 10:30 AM, ebb,-4.5
2024-09-08 02:30 PM, slack,-
2024-09-08 04:42 PM, flood,3.8
2024-09-08 07:36 PM, slack,-
2024-09-08 10:24 PM, ebb,-6.2
2024-09-09 02:18 AM, slack,-
2024-09-09 04:48 AM, flood,4.1
2024-09-09 08:48 AM, slack,-
2024-09-09 11:24 AM, ebb,-3.9
2024-09-09 03:24 PM, slack,-
2024-09-09 05:30 PM, flood,3.1
2024-09-09 08:18 PM, slack,-
2024-09-09 11:12 PM, ebb,-6.1
2024-09-10 03:06 AM, slack,-
2024-09-10 05:48 AM, flood,4.1
2024-09-10 09:54 AM, slack,-
2024-09-10 01:00 PM, ebb,-3.5
2024-09-10 04:36 PM, slack,-
2024-09-10 06:30 PM, flood,2.4
2024-09-10 09:00 PM, slack,-
2024-09-11 12:06 AM, ebb,-5.9
2024-09-11 04:00 AM, slack,-
2024-09-11 06:48 AM, flood,4.4
2024-09-11 11:00 AM, slack,-
2024-09-11 02:48 PM, ebb,-3.9
2024-09-11 05:48 PM, slack,-
2024-09-11 07:36 PM, flood,1.9
2024-09-11 10:00 PM, slack,-
2024-09-12 01:06 AM, ebb,-5.7
2024-09-12 04:54 AM, slack,-
2024-09-12 07:48 AM, flood,4.8
2024-09-12 12:00 PM, slack,-
2024-09-12 03:54 PM, ebb,-4.6
2024-09-12 06:54 PM, slack,-
2024-09-12 08:42 PM, flood,1.8
2024-09-12 11:06 PM, slack,-
2024-09-13 02:00 AM, ebb,-5.6
2024-09-13 05:48 AM, slack,-
2024-09-13 08:48 AM, flood,5.2
2024-09-13 12:48 PM, slack,-
2024-09-13 04:36 PM, ebb,-5.3
2024-09-13 07:42 PM, slack,-
2024-09-13 09:54 PM, flood,2.2
2024-09-14 12:18 AM, slack,-
2024-09-14 03:00 AM, ebb,-5.6
2024-09-14 06:42 AM, slack,-
2024-09-14 09:48 AM, flood,5.5
2024-09-14 01:30 PM, slack,-
2024-09-14 05:00 PM, ebb,-5.9
2024-09-14 08:24 PM, slack,-
2024-09-14 11:00 PM, flood,3.0
2024-09-15 01:18 AM, slack,-
2024-09-15 04:00 AM, ebb,-5.7
2024-09-15 07:36 AM, slack,-
2024-09-15 10:42 AM, flood,5.8
2024-09-15 02:06 PM, slack,-
2024-09-15 05:18 PM, ebb,-6.5
2024-09-15 09:00 PM, slack,-
2024-09-15 11:42 PM, flood,3.9
2024-09-16 02:18 AM, slack,-
2024-09-16 05:00 AM, ebb,-6.0
2024-09-16 08:30 AM, slack,-
2024-09-16 11:24 AM, flood,5.9
2024-09-16 02:48 PM, slack,-
2024-09-16 05:42 PM, ebb,-7.0
2024-09-16 09:36 PM, slack,-
2024-09-17 12:18 AM, flood,4.6
2024-09-17 03:12 AM, slack,-
2024-09-17 05:54 AM, ebb,-6.2
2024-09-17 09:30 AM, slack,-
2024-09-17 12:12 PM, flood,5.9
2024-09-17 03:30 PM, slack,-
2024-09-17 06:18 PM, ebb,-7.3
2024-09-17 10:18 PM, slack,-
2024-09-18 01:00 AM, flood,5.1
2024-09-18 04:06 AM, slack,-
2024-09-18 06:48 AM, ebb,-6.3
2024-09-18 10:18 AM, slack,-
2024-09-18 01:00 PM, flood,5.9
2024-09-18 04:12 PM, slack,-
2024-09-18 07:06 PM, ebb,-7.6
2024-09-18 11:00 PM, slack,-
2024-09-19 01:42 AM, flood,5.2
2024-09-19 05:00 AM, slack,-
2024-09-19 07:42 AM, ebb,-6.3
2024-09-19 11:12 AM, slack,-
2024-09-19 01:48 PM, flood,5.9
2024-09-19 05:00 PM, slack,-
2024-09-19 07:54 PM, ebb,-7.7
2024-09-19 11:48 PM, slack,-
2024-09-20 02:36 AM, flood,5.2
2024-09-20 05:54 AM, slack,-
2024-09-20 08:42 AM, ebb,-6.2
2024-09-20 12:06 PM, slack,-
2024-09-20 02:42 PM, flood,5.8
2024-09-20 05:48 PM, slack,-
2024-09-20 08:42 PM, ebb,-7.8
2024-09-21 12:36 AM, slack,-
2024-09-21 03:30 AM, flood,5.1
