,Dive_Site,Date,Day_of_Week,Time,Event,Current_Speed_(knots),Height (cm),Height (ft),Current_Station_Name,Current_Station_ID,Tide_Station_Name,Tide_Station_ID,Latitude,Longitude,Moon Illuminated
11724,Deception Pass,9/15/24,Sunday,9:40:00,Low,,-27,-0.9,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.89
11725,Deception Pass,9/15/24,Sunday,10:42:00, flood,5.8,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.89
11726,Deception Pass,9/15/24,Sunday,14:06:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.89
11727,Deception Pass,9/15/24,Sunday,16:52:00,High,,300,9.85,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.89
11728,Deception Pass,9/15/24,Sunday,17:18:00, ebb,-6.5,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.89
11729,Deception Pass,9/15/24,Sunday,21:00:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.89
11730,Deception Pass,9/15/24,Sunday,22:42:00,Low,,166,5.45,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.89
11731,Deception Pass,9/15/24,Sunday,23:42:00, flood,3.9,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.89
11765,Deception Pass,9/16/24,Monday,2:18:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.95
11766,Deception Pass,9/16/24,Monday,3:35:00,High,,271,8.88,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.95
11767,Deception Pass,9/16/24,Monday,5:00:00, ebb,-6,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.95
11768,Deception Pass,9/16/24,Monday,8:30:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.95
11769,Deception Pass,9/16/24,Monday,10:29:00,Low,,-31,-1.01,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.95
11770,Deception Pass,9/16/24,Monday,11:24:00, flood,5.9,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.95
11771,Deception Pass,9/16/24,Monday,14:48:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.95
11772,Deception Pass,9/16/24,Monday,17:18:00,High,,310,10.16,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.95
11773,Deception Pass,9/16/24,Monday,17:42:00, ebb,-7,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.95
11774,Deception Pass,9/16/24,Monday,21:36:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.95
11775,Deception Pass,9/16/24,Monday,23:17:00,Low,,127,4.16,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.95
11811,Deception Pass,9/17/24,Tuesday,0:18:00, flood,4.6,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.99
11812,Deception Pass,9/17/24,Tuesday,3:12:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.99
11813,Deception Pass,9/17/24,Tuesday,4:33:00,High,,285,9.35,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.99
11814,Deception Pass,9/17/24,Tuesday,5:54:00, ebb,-6.2,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.99
11815,Deception Pass,9/17/24,Tuesday,9:30:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.99
11816,Deception Pass,9/17/24,Tuesday,11:15:00,Low,,-21,-0.68,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.99
11817,Deception Pass,9/17/24,Tuesday,12:12:00, flood,5.9,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.99
11818,Deception Pass,9/17/24,Tuesday,15:30:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.99
11819,Deception Pass,9/17/24,Tuesday,17:44:00,High,,318,10.44,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.99
11820,Deception Pass,9/17/24,Tuesday,18:18:00, ebb,-7.3,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.99
11821,Deception Pass,9/17/24,Tuesday,22:18:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.99
11822,Deception Pass,9/17/24,Tuesday,23:55:00,Low,,83,2.72,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.99
11856,Deception Pass,9/18/24,Wednesday,1:00:00, flood,5.1,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,1
11857,Deception Pass,9/18/24,Wednesday,4:06:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,1
11858,Deception Pass,9/18/24,Wednesday,5:30:00,High,,296,9.7,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,1
11859,Deception Pass,9/18/24,Wednesday,6:48:00, ebb,-6.3,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,1
11860,Deception Pass,9/18/24,Wednesday,10:18:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,1
11861,Deception Pass,9/18/24,Wednesday,11:59:00,Low,,4,0.12,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,1
11862,Deception Pass,9/18/24,Wednesday,13:00:00, flood,5.9,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,1
11863,Deception Pass,9/18/24,Wednesday,16:12:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,1
11864,Deception Pass,9/18/24,Wednesday,18:12:00,High,,325,10.67,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,1
11865,Deception Pass,9/18/24,Wednesday,19:06:00, ebb,-7.6,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,1
11866,Deception Pass,9/18/24,Wednesday,23:00:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,1
11902,Deception Pass,9/19/24,Thursday,0:36:00,Low,,39,1.29,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.98
11903,Deception Pass,9/19/24,Thursday,1:42:00, flood,5.2,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.98
11904,Deception Pass,9/19/24,Thursday,5:00:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.98
11905,Deception Pass,9/19/24,Thursday,6:27:00,High,,301,9.88,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.98
11906,Deception Pass,9/19/24,Thursday,7:42:00, ebb,-6.3,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.98
11907,Deception Pass,9/19/24,Thursday,11:12:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.98
11908,Deception Pass,9/19/24,Thursday,12:44:00,Low,,40,1.3,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.98
11909,Deception Pass,9/19/24,Thursday,13:48:00, flood,5.9,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.98
11910,Deception Pass,9/19/24,Thursday,17:00:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.98
11911,Deception Pass,9/19/24,Thursday,18:42:00,High,,329,10.78,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.98
11912,Deception Pass,9/19/24,Thursday,19:54:00, ebb,-7.7,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.98
11913,Deception Pass,9/19/24,Thursday,23:48:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.98
11949,Deception Pass,9/20/24,Friday,1:18:00,Low,,1,0.04,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.93
11950,Deception Pass,9/20/24,Friday,2:36:00, flood,5.2,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.93
11951,Deception Pass,9/20/24,Friday,5:54:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.93
11952,Deception Pass,9/20/24,Friday,7:27:00,High,,302,9.9,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.93
11953,Deception Pass,9/20/24,Friday,8:42:00, ebb,-6.2,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.93
11954,Deception Pass,9/20/24,Friday,12:06:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.93
11955,Deception Pass,9/20/24,Friday,13:30:00,Low,,84,2.74,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.93
11956,Deception Pass,9/20/24,Friday,14:42:00, flood,5.8,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.93
11957,Deception Pass,9/20/24,Friday,17:48:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.93
11958,Deception Pass,9/20/24,Friday,19:14:00,High,,327,10.72,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.93
11959,Deception Pass,9/20/24,Friday,20:42:00, ebb,-7.8,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.93
11996,Deception Pass,9/21/24,Saturday,0:36:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.85
11997,Deception Pass,9/21/24,Saturday,2:03:00,Low,,-27,-0.87,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.85
11998,Deception Pass,9/21/24,Saturday,3:30:00, flood,5.1,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.85
11999,Deception Pass,9/21/24,Saturday,6:48:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.85
12000,Deception Pass,9/21/24,Saturday,8:29:00,High,,299,9.8,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.85
12001,Deception Pass,9/21/24,Saturday,9:36:00, ebb,-5.9,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.85
12002,Deception Pass,9/21/24,Saturday,13:00:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.85
12003,Deception Pass,9/21/24,Saturday,14:18:00,Low,,130,4.25,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.85
12004,Deception Pass,9/21/24,Saturday,15:36:00, flood,5.5,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.85
12005,Deception Pass,9/21/24,Saturday,18:36:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.85
12006,Deception Pass,9/21/24,Saturday,19:49:00,High,,318,10.42,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.85
12007,Deception Pass,9/21/24,Saturday,21:30:00, ebb,-7.8,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.85
12043,Deception Pass,9/22/24,Sunday,1:30:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.76
12044,Deception Pass,9/22/24,Sunday,2:50:00,Low,,-40,-1.31,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.76
12045,Deception Pass,9/22/24,Sunday,4:24:00, flood,4.8,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.76
12046,Deception Pass,9/22/24,Sunday,7:48:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.76
12047,Deception Pass,9/22/24,Sunday,9:37:00,High,,293,9.6,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.76
12048,Deception Pass,9/22/24,Sunday,10:36:00, ebb,-5.3,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.76
12049,Deception Pass,9/22/24,Sunday,13:54:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.76
12050,Deception Pass,9/22/24,Sunday,15:12:00,Low,,172,5.63,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.76
12051,Deception Pass,9/22/24,Sunday,16:24:00, flood,4.9,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.76
12052,Deception Pass,9/22/24,Sunday,19:24:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.76
12053,Deception Pass,9/22/24,Sunday,20:28:00,High,,302,9.9,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.76
12054,Deception Pass,9/22/24,Sunday,22:18:00, ebb,-7.4,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.76
12089,Deception Pass,9/23/24,Monday,2:30:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.66
12090,Deception Pass,9/23/24,Monday,3:40:00,Low,,-38,-1.26,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.66
12091,Deception Pass,9/23/24,Monday,5:42:00, flood,4.6,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.66
12092,Deception Pass,9/23/24,Monday,8:54:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.66
12093,Deception Pass,9/23/24,Monday,10:54:00,High,,286,9.38,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.66
12094,Deception Pass,9/23/24,Monday,12:00:00, ebb,-4.7,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.66
12095,Deception Pass,9/23/24,Monday,15:00:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.66
12096,Deception Pass,9/23/24,Monday,16:19:00,Low,,205,6.73,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.66
12097,Deception Pass,9/23/24,Monday,17:18:00, flood,4,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.66
12098,Deception Pass,9/23/24,Monday,20:18:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.66
12099,Deception Pass,9/23/24,Monday,21:14:00,High,,280,9.19,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.66
12100,Deception Pass,9/23/24,Monday,23:12:00, ebb,-6.7,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.66
12135,Deception Pass,9/24/24,Tuesday,3:24:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.55
12136,Deception Pass,9/24/24,Tuesday,4:36:00,Low,,-25,-0.83,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.55
12137,Deception Pass,9/24/24,Tuesday,7:18:00, flood,4.6,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.55
12138,Deception Pass,9/24/24,Tuesday,10:00:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.55
12139,Deception Pass,9/24/24,Tuesday,12:27:00,High,,283,9.29,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.55
12140,Deception Pass,9/24/24,Tuesday,13:30:00, ebb,-4.6,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.55
12141,Deception Pass,9/24/24,Tuesday,16:12:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.55
12142,Deception Pass,9/24/24,Tuesday,17:55:00,Low,,223,7.3,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.55
12143,Deception Pass,9/24/24,Tuesday,18:30:00, flood,3.1,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.55
12144,Deception Pass,9/24/24,Tuesday,21:12:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.55
12145,Deception Pass,9/24/24,Tuesday,22:12:00,High,,256,8.4,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.55
12178,Deception Pass,9/25/24,Wednesday,0:12:00, ebb,-5.9,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.44
12179,Deception Pass,9/25/24,Wednesday,4:24:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.44
12180,Deception Pass,9/25/24,Wednesday,5:40:00,Low,,-6,-0.21,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.44
12181,Deception Pass,9/25/24,Wednesday,8:24:00, flood,4.8,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.44
12182,Deception Pass,9/25/24,Wednesday,11:06:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.44
12183,Deception Pass,9/25/24,Wednesday,13:58:00,High,,287,9.41,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.44
12184,Deception Pass,9/25/24,Wednesday,14:36:00, ebb,-5,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.44
12185,Deception Pass,9/25/24,Wednesday,17:30:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.44
12186,Deception Pass,9/25/24,Wednesday,19:55:00,Low,,215,7.05,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.44
12187,Deception Pass,9/25/24,Wednesday,20:00:00, flood,2.6,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.44
12188,Deception Pass,9/25/24,Wednesday,22:18:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.44
12189,Deception Pass,9/25/24,Wednesday,23:31:00,High,,236,7.73,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.44
12223,Deception Pass,9/26/24,Thursday,1:24:00, ebb,-5.1,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.34
12224,Deception Pass,9/26/24,Thursday,5:24:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.34
12225,Deception Pass,9/26/24,Thursday,6:52:00,Low,,10,0.33,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.34
12226,Deception Pass,9/26/24,Thursday,9:30:00, flood,4.9,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.34
12227,Deception Pass,9/26/24,Thursday,12:06:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.34
12228,Deception Pass,9/26/24,Thursday,15:06:00,High,,294,9.63,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.34
12229,Deception Pass,9/26/24,Thursday,15:36:00, ebb,-5.6,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.34
12230,Deception Pass,9/26/24,Thursday,18:36:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.34
12231,Deception Pass,9/26/24,Thursday,21:13:00,Low,,191,6.26,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.34
12232,Deception Pass,9/26/24,Thursday,21:30:00, flood,2.7,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.34
12233,Deception Pass,9/26/24,Thursday,23:30:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.34
12268,Deception Pass,9/27/24,Friday,1:01:00,High,,227,7.45,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.25
12269,Deception Pass,9/27/24,Friday,2:54:00, ebb,-4.7,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.25
12270,Deception Pass,9/27/24,Friday,6:18:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.25
12271,Deception Pass,9/27/24,Friday,8:04:00,Low,,20,0.65,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.25
12272,Deception Pass,9/27/24,Friday,10:24:00, flood,5,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.25
12273,Deception Pass,9/27/24,Friday,12:54:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.25
12274,Deception Pass,9/27/24,Friday,15:55:00,High,,298,9.78,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.25
12275,Deception Pass,9/27/24,Friday,16:30:00, ebb,-6.1,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.25
12276,Deception Pass,9/27/24,Friday,19:36:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.25
12277,Deception Pass,9/27/24,Friday,22:03:00,Low,,164,5.38,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.25
12278,Deception Pass,9/27/24,Friday,22:36:00, flood,3.3,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.25
12311,Deception Pass,9/28/24,Saturday,0:42:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.17
12312,Deception Pass,9/28/24,Saturday,2:23:00,High,,230,7.55,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.17
12313,Deception Pass,9/28/24,Saturday,4:18:00, ebb,-4.6,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.17
12314,Deception Pass,9/28/24,Saturday,7:12:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.17
12315,Deception Pass,9/28/24,Saturday,9:07:00,Low,,25,0.82,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.17
12316,Deception Pass,9/28/24,Saturday,11:06:00, flood,4.9,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.17
12317,Deception Pass,9/28/24,Saturday,13:30:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.17
12318,Deception Pass,9/28/24,Saturday,16:31:00,High,,299,9.81,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.17
12319,Deception Pass,9/28/24,Saturday,17:12:00, ebb,-6.3,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.17
12320,Deception Pass,9/28/24,Saturday,20:18:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.17
12321,Deception Pass,9/28/24,Saturday,22:40:00,Low,,139,4.55,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.17
12322,Deception Pass,9/28/24,Saturday,23:30:00, flood,3.9,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.17
12356,Deception Pass,9/29/24,Sunday,1:42:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.1
12357,Deception Pass,9/29/24,Sunday,3:28:00,High,,239,7.85,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.1
12358,Deception Pass,9/29/24,Sunday,5:12:00, ebb,-4.8,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.1
12359,Deception Pass,9/29/24,Sunday,8:06:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.1
12360,Deception Pass,9/29/24,Sunday,9:58:00,Low,,31,1.03,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.1
12361,Deception Pass,9/29/24,Sunday,11:48:00, flood,4.5,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.1
12362,Deception Pass,9/29/24,Sunday,14:06:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.1
12363,Deception Pass,9/29/24,Sunday,16:57:00,High,,297,9.76,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.1
12364,Deception Pass,9/29/24,Sunday,17:48:00, ebb,-6.2,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.1
12365,Deception Pass,9/29/24,Sunday,20:48:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.1
12366,Deception Pass,9/29/24,Sunday,23:11:00,Low,,115,3.77,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.1
12402,Deception Pass,9/30/24,Monday,0:06:00, flood,4.4,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.05
12403,Deception Pass,9/30/24,Monday,2:30:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.05
12404,Deception Pass,9/30/24,Monday,4:20:00,High,,249,8.16,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.05
12405,Deception Pass,9/30/24,Monday,6:00:00, ebb,-4.9,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.05
12406,Deception Pass,9/30/24,Monday,8:54:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.05
12407,Deception Pass,9/30/24,Monday,10:39:00,Low,,43,1.4,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.05
12408,Deception Pass,9/30/24,Monday,12:12:00, flood,4.2,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.05
12409,Deception Pass,9/30/24,Monday,14:36:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.05
12410,Deception Pass,9/30/24,Monday,17:16:00,High,,295,9.68,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.05
12411,Deception Pass,9/30/24,Monday,18:06:00, ebb,-6,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.05
12412,Deception Pass,9/30/24,Monday,21:24:00, slack,0,,,DECEPTION PASS NARROWS,PUG1701,,,48.40572205,-122.6449002,0.05
12413,Deception Pass,9/30/24,Monday,23:36:00,Low,,92,3.03,,,"CORNET BAY, DECEPTION PASS",9447995,48.40572205,-122.6449002,0.05
